Model,Point type,Class,X,Y,Top-1 correct,Top-1 prediction,Image path
Frozen DINOv2 ViT-S/14,test,Leather_49,0.35102102,-0.02639364,True,Leather_49,my_dataset_test_filtered\Leather_49\1750474047268.jpg
Frozen DINOv2 ViT-S/14,test,Leather_50,0.22740041,0.20699622,False,Leather_141,my_dataset_test_filtered\Leather_50\1750474161918.jpg
Frozen DINOv2 ViT-S/14,test,Leather_51,0.31346041,0.01747318,True,Leather_51,my_dataset_test_filtered\Leather_51\1750474255738.jpg
Frozen DINOv2 ViT-S/14,test,Leather_52,0.40628153,0.26839593,True,Leather_52,my_dataset_test_filtered\Leather_52\1750474303814.jpg
Frozen DINOv2 ViT-S/14,test,Leather_53,0.09899478,-0.35461497,True,Leather_53,my_dataset_test_filtered\Leather_53\1750474407644.jpg
Frozen DINOv2 ViT-S/14,test,Leather_54,0.24857178,-0.14827928,True,Leather_54,my_dataset_test_filtered\Leather_54\1750474620078.jpg
Frozen DINOv2 ViT-S/14,test,Leather_55,0.25039363,-0.09731455,False,Leather_85,my_dataset_test_filtered\Leather_55\1750474881487.jpg
Frozen DINOv2 ViT-S/14,test,Leather_56,-0.02732737,-0.16019666,True,Leather_56,my_dataset_test_filtered\Leather_56\1750475017234.jpg
Frozen DINOv2 ViT-S/14,test,Leather_57,0.15197220,-0.41768941,True,Leather_57,my_dataset_test_filtered\Leather_57\1750475119001.jpg
Frozen DINOv2 ViT-S/14,test,Leather_58,0.08520557,-0.08067688,True,Leather_58,my_dataset_test_filtered\Leather_58\1750475225344.jpg
Frozen DINOv2 ViT-S/14,test,Leather_59,0.33854306,-0.28108561,True,Leather_59,my_dataset_test_filtered\Leather_59\1750483475336.jpg
Frozen DINOv2 ViT-S/14,test,Leather_60,0.15633380,0.03423874,True,Leather_60,my_dataset_test_filtered\Leather_60\1750483929819.jpg
Frozen DINOv2 ViT-S/14,test,Leather_61,0.08744822,-0.37887248,True,Leather_61,my_dataset_test_filtered\Leather_61\1750484033251.jpg
Frozen DINOv2 ViT-S/14,test,Leather_62,0.23950702,0.11025908,True,Leather_62,my_dataset_test_filtered\Leather_62\1750484107750.jpg
Frozen DINOv2 ViT-S/14,test,Leather_63,0.15842929,0.06126444,True,Leather_63,my_dataset_test_filtered\Leather_63\1750484158981.jpg
Frozen DINOv2 ViT-S/14,test,Leather_64,0.16850802,0.01565209,True,Leather_64,my_dataset_test_filtered\Leather_64\1750485077151.jpg
Frozen DINOv2 ViT-S/14,test,Leather_65,0.32380116,0.13223673,True,Leather_65,my_dataset_test_filtered\Leather_65\1750485463475.jpg
Frozen DINOv2 ViT-S/14,test,Leather_66,0.27013987,0.23287021,True,Leather_66,my_dataset_test_filtered\Leather_66\1750485521883.jpg
Frozen DINOv2 ViT-S/14,test,Leather_67,0.04225631,-0.40736344,True,Leather_67,my_dataset_test_filtered\Leather_67\1750485574828.jpg
Frozen DINOv2 ViT-S/14,test,Leather_68,0.12501329,-0.40995789,True,Leather_68,my_dataset_test_filtered\Leather_68\1750485648416.jpg
Frozen DINOv2 ViT-S/14,test,Leather_69,0.04077417,-0.31362268,True,Leather_69,my_dataset_test_filtered\Leather_69\1750485718340.jpg
Frozen DINOv2 ViT-S/14,test,Leather_70,0.09514686,-0.33937678,True,Leather_70,my_dataset_test_filtered\Leather_70\1750485770008.jpg
Frozen DINOv2 ViT-S/14,test,Leather_71,0.31698549,-0.27987462,True,Leather_71,my_dataset_test_filtered\Leather_71\1750485829171.jpg
Frozen DINOv2 ViT-S/14,test,Leather_72,0.35007805,0.23998857,True,Leather_72,my_dataset_test_filtered\Leather_72\1750485875459.jpg
Frozen DINOv2 ViT-S/14,test,Leather_73,-0.01959248,-0.18669826,True,Leather_73,my_dataset_test_filtered\Leather_73\1750485959010.jpg
Frozen DINOv2 ViT-S/14,test,Leather_74,0.26319999,-0.25307116,True,Leather_74,my_dataset_test_filtered\Leather_74\1750486019457.jpg
Frozen DINOv2 ViT-S/14,test,Leather_75,0.14512971,-0.55095702,True,Leather_75,my_dataset_test_filtered\Leather_75\1750486112741.jpg
Frozen DINOv2 ViT-S/14,test,Leather_76,0.03378356,-0.02904893,True,Leather_76,my_dataset_test_filtered\Leather_76\1750486164800.jpg
Frozen DINOv2 ViT-S/14,test,Leather_77,-0.00840220,0.00994298,True,Leather_77,my_dataset_test_filtered\Leather_77\1750486227659.jpg
Frozen DINOv2 ViT-S/14,test,Leather_78,0.06876525,-0.57648969,True,Leather_78,my_dataset_test_filtered\Leather_78\1750486282509.jpg
Frozen DINOv2 ViT-S/14,test,Leather_79,0.09253366,-0.32606345,True,Leather_79,my_dataset_test_filtered\Leather_79\1750486351295.jpg
Frozen DINOv2 ViT-S/14,test,Leather_80,0.24069118,-0.39506155,True,Leather_80,my_dataset_test_filtered\Leather_80\1750486405057.jpg
Frozen DINOv2 ViT-S/14,test,Leather_81,0.14986321,-0.44394845,True,Leather_81,my_dataset_test_filtered\Leather_81\1750486453204.jpg
Frozen DINOv2 ViT-S/14,test,Leather_82,0.22517526,-0.47578275,True,Leather_82,my_dataset_test_filtered\Leather_82\1750486496818.jpg
Frozen DINOv2 ViT-S/14,test,Leather_83,0.19681871,0.02399947,True,Leather_83,my_dataset_test_filtered\Leather_83\1750486589469.jpg
Frozen DINOv2 ViT-S/14,test,Leather_84,0.16099980,-0.55846953,True,Leather_84,my_dataset_test_filtered\Leather_84\1750486652785.jpg
Frozen DINOv2 ViT-S/14,test,Leather_85,0.25863403,-0.17004745,True,Leather_85,my_dataset_test_filtered\Leather_85\1750486731620.jpg
Frozen DINOv2 ViT-S/14,test,Leather_86,0.35279173,0.00255253,True,Leather_86,my_dataset_test_filtered\Leather_86\1750486795890.jpg
Frozen DINOv2 ViT-S/14,test,Leather_87,0.29106081,-0.11969845,True,Leather_87,my_dataset_test_filtered\Leather_87\1750486854577.jpg
Frozen DINOv2 ViT-S/14,test,Leather_88,-0.00851921,-0.19554007,True,Leather_88,my_dataset_test_filtered\Leather_88\1750487499305.jpg
Frozen DINOv2 ViT-S/14,test,Leather_89,0.08498617,0.09470192,True,Leather_89,my_dataset_test_filtered\Leather_89\1750487589339.jpg
Frozen DINOv2 ViT-S/14,test,Leather_90,-0.04852006,0.24968508,True,Leather_90,my_dataset_test_filtered\Leather_90\1750487645905.jpg
Frozen DINOv2 ViT-S/14,test,Leather_91,-0.09602423,0.05137495,False,Leather_89,my_dataset_test_filtered\Leather_91\1750487700533.jpg
Frozen DINOv2 ViT-S/14,test,Leather_92,0.29829848,0.21393228,True,Leather_92,my_dataset_test_filtered\Leather_92\1750487738299.jpg
Frozen DINOv2 ViT-S/14,test,Leather_93,0.24268004,0.04085397,True,Leather_93,my_dataset_test_filtered\Leather_93\1750487779772.jpg
Frozen DINOv2 ViT-S/14,test,Leather_94,0.33272219,0.11779965,True,Leather_94,my_dataset_test_filtered\Leather_94\1750487866782.jpg
Frozen DINOv2 ViT-S/14,test,Leather_95,0.16174126,-0.14150536,True,Leather_95,my_dataset_test_filtered\Leather_95\1750487928213.jpg
Frozen DINOv2 ViT-S/14,test,Leather_96,0.30831003,0.11478847,True,Leather_96,my_dataset_test_filtered\Leather_96\1750487976543.jpg
Frozen DINOv2 ViT-S/14,test,Leather_97,0.30034840,-0.15382156,True,Leather_97,my_dataset_test_filtered\Leather_97\1750488050266.jpg
Frozen DINOv2 ViT-S/14,test,Leather_98,0.27365118,0.12214375,True,Leather_98,my_dataset_test_filtered\Leather_98\1750488235001.jpg
Frozen DINOv2 ViT-S/14,test,Leather_99,0.14696018,-0.13227004,True,Leather_99,my_dataset_test_filtered\Leather_99\1750488306875.jpg
